name,coordinate
3c47dbcf-c4ba-43a2-a290-35bc09656656.jpg,330_0_90_23_1;572_0_67_25_1;0_0_67_80_1;350_34_101_80_1;527_31_96_88_1;173_181_214_184_1;459_189_193_182_1
2eeb0e53-6ad1-4e20-9f1a-f732f5497901.jpg,170_0_66_17_1;463_0_75_38_1;0_28_96_64_1;54_45_149_102_1;529_36_99_72_1;197_87_149_136_1;164_257_189_162_1
bface573-5cf7-4e2d-a68a-92bc88756444.jpg,178_9_60_48_1;281_19_60_46_1;524_0_57_40_1;812_0_116_51_1;0_55_45_80_1;291_59_76_67_1;902_59_129_68_1;97_97_102_88_1;715_81_189_67_1;243_125_101_96_1;1_198_130_118_1;247_278_160_155_1;596_336_197_164_1;685_66_115_39_1;290_0_48_29_1;0_129_14_46_1
660eab57-faef-4571-b9f3-4599f977ab0e.jpg,222_0_55_23_1;386_0_54_30_1;432_17_65_60_1;292_15_77_67_1;234_103_107_89_1;424_91_106_107_1;422_240_144_141_1;50_0_173_188_1;170_218_166_149_1;744_279_228_174_1;728_0_120_21_1
63053c95-15b4-4e3c-a71a-4baca0548bdf.jpg,373_15_95_79_1;329_100_112_85_1;359_210_141_141_1
c7ab71d8-38bd-47eb-9a48-1aec8c4fe45f.jpg,139_214_171_166_1;438_0_77_48_1
d27aa632-3982-4fd2-8f58-f37124f322a4.jpg,139_2_110_52_1;70_38_143_102_1;360_43_120_102_1;571_160_165_148_1;916_224_153_139_1
efed5aae-e218-408a-a42c-f84edd81d0bc.jpg,733_0_119_36_1;516_93_112_100_1;710_0_37_10_1;829_15_121.01136399999996_83_1;1_111_28_79_0
de8ac530-4027-41df-b22d-1904c0443866.jpg,415_260_148_132_1;149_239_183_148_1;344_0_38_11_1
fa3fad60-2d08-41ac-af65-576e970a755d.jpg,71_4_76_36_1;404_0_39_12_1;568_27_54_48_1;498_38_56_49_1;307_6_101_31_1;204_39_74_53_1;289_108_85_78_1;472_129_81_70_1;631_144_100_92_1;210_202_172_140_1;426_227_131_124_1;706_282_153_146_1;354_439_207_58_1;334_0_45_9_1;457_0_102_27_1
7adf5a04-1828-43c8-b056-da142d9421d3.jpg,808_374_259_126_1;218_226_176_160_1;715_212_203_156_1
b5241bc5-8eeb-4326-b16f-4a3fe40a0f39.jpg,339_11_55_42_1;790_0_102_36_1;266_65_73_66_1;121_241_181_164_1;0_3_71_55_1;682_0_56_20_1;1015_15_53_25_1
dee3278e-4408-42ea-8116-19476ace076c.jpg,427_0_60_45_1;531_0_62_46_1;1034_270_34.01136399999996_74_1;718_18_88_66_1;8_31_106_73_1;1014_39_55_54_1;664_106_84_127_1;988_150_81_111_1;156_189_134_121_1;39_362_202_138_1;398_200_131_208_1;659_343_196_157_1;347_41_49_76_0
52345e6b-78d9-4f7f-9249-26b76afdc481.jpg,231_246_160_130.01136399999996_1;649_68_70_53_1;396_0_49_23_1;0_33_22_23.011364_1
e5726c60-4efa-4c11-8e49-ebccf19a4a95.jpg,96_29_96_60_1;458_46_74_100_1;249_97_106_116_1;666_106_95_87_1;723_255_184_153_1;348_321_209_176_1;132_1_87_26_1;584_1_110_96_1
b211c7c2-f7cb-4e8e-8f70-7398e1744790.jpg,71_9_71_41_1;211_29_64_47_1;351_0_27_12_1;447_28_57_48_1;557_0_66_27_1;712_2_39_44_1;110_39_64_45_1;534_49_62_47_1;262_49_75_59_1;668_51_64_75_1;177_79_106_73_1;534_102_87_68_1;262_44_168_200_1;659_157_122_112_1;512_171_105_106_1;145_252_179_173_1;240_4_56_42_1;307_0_49_32_1;359_7_49_35_1;439_12_68_38_1
66533997-cb5b-4936-a36c-edc5e98746c5.jpg,0_0_144_103_1;859_0_170_75_1;0_64_73_108_1;950_61_118_157_1;572_143_194_189_1;0_117_26_122_1;1052_235_16.011363999999958_89_1;1039_1_29_52_1;157_27_80_124_0
495dd445-727b-438f-a4d6-6d5736c79e03.jpg,1027_273_42_77_1;383_86_88_89_1;991_150_74_109_1;0_175_59_141_1;151_203_145_126.01136399999996_1;334_247_150_148_1;518_0_212_231_1;1_341_227_158_1;78_0_144_43_1;0_72_31_92_1;513_0_18_20_1;1_77_32_93_0;986_23_28_54_0
85280238-7c28-4cce-8b98-90f78cd2430e.jpg,559_232_144_161_1;477_435_219_64.01136400000001_1
bb45dd7b-82b6-489a-bb69-8fa6de4fa66d.jpg,0_0_145_44_1;548_96_99_94.01136400000001_1;367_195_144_148_1;452_0_123_17_1;217_0_100_10_1
ee10b3f4-e59f-4d21-8d01-f4ffbf320692.jpg,399_94_111_104_1;571_220_179_202_1;173_16_91_80.011364_1
a0f491eb-2368-4e07-a57d-7fcbacd157a2.jpg,0_8_70_62_1;144_44_66_61_1;752_33_133_49_1;905_65_92_70_1;66_158_122_102_1;257_72_240_345_1;31_0_41_13_1;156_0_44_37_1;282_43_67_40_1;232_1_84_40_1;520_0_58_20_1;797_2_135_47_1;920_34_60_34.011364_1;808_70_101_54_1;582_0_40_17_1
d1c192ce-51a9-4a26-bffb-b2915e87f528.jpg,371_1_57_58_1;354_73_126_119_1;270_236_166_154_1;86_5_153_86_1;641_180_92_150_0;453_3_20_48_0
beae494f-9fd3-40e1-a67b-325cec352b86.jpg,93_16_58_38_1;37_3_60_37_1;151_0_42_24_1;288_10_40_31_1;254_58_65_50_1;6_51_88_57_1;42_116_102_85_1;227_110_82_95_1;0_191_119_110_1;344_286_143_168_1;56_363_202_133_1;2_0_47_26_1;282_0_34_14_1;391_0_14_14_1;396_1_17_23_1;401_12_29_40_1
0165c4ad-fb97-43cf-8f07-4c049ba8fea0.jpg,792_98_81_68_1;208_22_216_300_1
32702f95-b427-4a1c-a92e-ba88dcfe1a87.jpg,30_42_58_41_1;303_30_94_97_1;0_82_89_70_1;372_264_138_202.01136399999996_1;5_0_63_16_1;0_12_59_33_1;374_1_32_8_1;642_0_77_11_1;14_474_182_26_1
d7445327-75ce-46c9-b40c-8082b4abe45c.jpg,272_0_64_30_1;354_0_49_25_1;491_47_164_58_1;604_280_161_148_1;63_0_64_33_1;929_2_42_17_1;72_32_33_73_0
3b75b8eb-012f-4d17-8c36-2979c1b054db.jpg,171_230_186_146_1;322_0_47_9_1
0337d880-f3c1-4bd7-8788-24f5b2703834.jpg,271_0_115_25_1;547_0_123_47_1;245_260_202_168_1;785_23_135_33_1
01528b37-c634-4449-a896-a05762c8009b.jpg,329_9_110_83_1;374_234_180_186_1;0_375_220_125_1
872b8d06-1a34-45eb-a7c6-6693ceaff750.jpg,354_0_70_56_1;487_51_121_97_1;276_89_116_97_1;644_70_153.01136399999996_104_1;415_178_145_192_1;138_289_218_187_1;818_0_146_44_1
193b3b93-6ea4-4239-a39a-5f634a2b4dff.jpg,452_116_165_167.01136399999996_1;220_9_79_128_0
a627328b-79e3-44d5-9484-bf0f08f80f8c.jpg,183_0_45_11_1;239_0_63_21_1;691_0_119_21_1;524_0_53_47_1;621_1_73_56_1;529_49_79_72_1;356_94_105_99.01136400000001_1;740_87_106_88_1;540_193_145_141_1;855_279_214_215_1
06b15924-0626-4654-ae4d-1e9040b498dd.jpg,402_54_78_60_1;376_113_101_86_1;276_270_175_154_1
3fdb3a63-8c51-49ab-bfaa-e01e8cb1d1e1.jpg,546_0_57_40_1;954_0_113_17_1;355_269_177_155_1;782_2_55_34_0;660_1_49_17_0
acf7e884-a8d8-4ed2-ac2c-9518809f2615.jpg,408_39_78_66.011364_1;273_239_169_194.01136399999996_1;52_1_97_45_1
2ea44ff2-1cf2-45b0-b890-cb768fe30a4d.jpg,22_13_67_47_1;280_0_56_35_1;339_8_57_44_1;389_0_44_25_1;513_27_43_52_1;571_58_63_54_1;692_38_56_47_1;142_42_90_64_1;121_107_112_86_1;457_101_100_95_1;620_134_98_81_1;646_259_149_135_1;417_279_149_142.01136399999996_1;0_0_18_15_1;515_0_42_26_1;358_0_32_10_1
b5cddd4c-34bf-4bae-9abc-4cc7360949f6.jpg,135_245_192_204.01136399999996_1
ad40b359-210f-46bb-9232-174d0d509f5f.jpg,132_0_60_44_1;1017_13_52_59_1;195_1_143_32_1;483_0_154_54_1;630_0_129_28_1;819_0_128_34_1;636_123_179_108_1;0_225_59_149_1;138_216_162_147_1;311_264_242_215_1;951_0_79_18_1
279b1c82-a0b0-4161-a50e-a3bd06aac659.jpg,405_0_44_9_1;687_17_84_40_1;448_43_63_56_1;527_63_58_51_1;641_58_61_45_1;175_22_89_42_1;229_44_80_51_1;87_89_88_78_1;316_111_90_69.01136400000001_1;510_114_84_67_1;638_95_75_62_1;668_159_106_95_1;222_193_136_102_1;656_276_161_143_1;445_281_168_160_1;402_11_46_36_1;422_26_60_44_1;494_5_47_32_1;520_33_59_34_1;559_0_13_20_1;569_0_86_51_1;530_0_18_11_1;491_0_36_15_1
2b8baa91-a8f9-4783-a3a3-c6e78aa4ead4.jpg,542_29_154_128_1;0_0_95_99_1;0_87_51_152_1;951_67_115_122_1;855_1_158.01136399999996_85_1
ce1960f7-5237-4f2f-b2e1-f833bfac8aec.jpg,451_7_73_66_1;145_189_197_196_1;765_0_132_27_1
f6c464db-e12a-48c9-88ab-798c099c3b41.jpg,548_24_95_79_1;801_52_105_97_1;591_75_143_110_1;157_178_160_142_1;444_410_245_90_1;416_174_176_175_1;716_243_221_187_1;69_330_208_170_1;2_0_123_24_1;0_366_262_134_1;800_1_92_61_1;943_0_61_13_1;642_1_57_31_0;124_3_95_58_0;1006_102_63_103_0
f0e5e13b-af2f-4780-a8e5-cfdc462cd381.jpg,39_28_113_82_1;1009_383_60_115.01136400000001_1;218_232_188_150_1;549_254_168_160_1
bd338358-fbc4-4cdc-88d6-e27900dd90f6.jpg,1017_52_50_45_1;353_70_94_81_1;734_109_104_85_1;514_114_108_104_1;956_112_113_99_1;202_450_218_50_1;976_441_93_59_1;257_174_178_197_1;748_185_208_167_1;547_246_171_186_1;974_22_94_50_1;592_482_169_18_1;1050_95_18.011363999999958_24_1;879_93_71_110_0;1_55_39_70_0
5630cd2e-42c6-4c9c-93fe-6657d6092c6d.jpg,409_11_52_41_1;207_34_69_59_1;125_86_97_79_1;435_82_83_68_1;0_111_46_121_1;465_233_159_143_1;0_293_149_207_1;680_268_203_158_1;210_0_37_18_1;154_0_64_35_1;119_20_74_54_1;408_1_34_9_1;922_151_146_73_1;264_0_48_29_1;538_2_52_29_1;599_0_46_19_1
6b9c6232-1c5a-4449-a5d4-0c32a45bb516.jpg,804_0_107_67_1;909_38_160_131_1;674_0_170_145_1;385_138_204_218_1;39_0_132_92_1;0_21_76_148_1;1053_189_16_103_1;783_123_109_170_0
ca63e9ee-3578-410a-8212-670e3354d50f.jpg,85_26_77_32_1;182_26_46_40_1;555_20_45_45_1;782_18_64_44_1;499_57_57_50_1;622_35_52_38_1;371_0_102_63_1;889_21_115_46_1;662_74_76_54_1;565_91_68_54_1;567_141_88_99_1;18_197_151_123_1;202_200_138_128_1;585_266_164_157_1;306_1_51_9_1;234_6_67_26_1;209_18_42_32_1;476_0_28_8_1;660_0_50_21_1;801_1_49_14_1;862_0_48_10_1;1040_164_29_51_1;540_0_27_5_1;776_51_49_44_0;886_54_61_52_0
adb2a908-0965-4f26-b591-26a8435a32d1.jpg,59_0_64_33_1;270_0_58_24_1;547_0_83_38_1;0_0_40_25_1;853_0_62_38_1;531_184_467_311_1;787_20_69_57_0;202_77_71_71_0;415_1_35_32_0
6342607c-2f1a-40a6-a8db-93cb36adefb9.jpg,466_161_152_152_1;116_195_179_164_1;34_454_213_46_1
03e14ea9-cc8a-4cc2-81da-057070c7b5e8.jpg,255_18_61_44_1;352_13_51_42_1;394_0_41_27_1;599_26_52_42_1;705_8_81_47_1;97_53_90_62_1;438_33_72_62_1;530_30_67_67_1;640_86_77_65_1;634_153_100_89_1;398_300_162_149_1;677_268_166_151_1;301_0_53_24_1;440_2_51_32_1;427_15_48_46_1;522_0_36_13_1;569_0_52_37_1
edaee93d-406c-4076-9213-6a6143ef6a49.jpg,17_0_113_36_1;0_13_74_68_1;607_69_139_90_1;812_153_178_124_1;498_192_144_203_1;191_0_182_177_1;180_237_180_209_1;1044_65_25_42_1;1036_139_32_68_1
d1add317-bfca-4db5-8e96-55b5d4d5a690.jpg,307_0_66_10_1;753_0_125_30_1;748_36_80_72_1;138_76_153_140_1;553_115_111_105_1;434_372_215_128_1;728_242_186_161_1
9f3ae0a3-7896-467e-8143-ef149a07d78e.jpg,465_0_63_54_1;350_216_170_177_1;0_0_69_31_1;268_0_47_10_1;27_26_65_54_0
536b37aa-171b-4558-8720-5f9bdf154d80.jpg,170_15_58_26_1;284_23_64_37_1;708_231_133_140_1;15_11_79_25_1;610_0_33_21_1;564_22_39_35_1;677_2_30_17_1;648_13_41_33_1;714_18_50_44_1;1005_0_60_17_1
e390b69a-7199-42c5-9410-b9ddd01fb2db.jpg,103_0_66_53_1;0_0_54_78_1;444_100_183_104_1;0_124_103_127_1;150_269_188_179_1
a962a39e-6c7f-4b4a-b80f-dd0913bae401.jpg,359_108_114_91_1;771_88_171_68_1;804_0_128_52_1;857_77_102_44_1
ca05bb2d-cdbb-4894-a43d-f4cd5e7e7124.jpg,142_23_111_84_1;202_149_134_150_1;437_174_145_210_1;50_1_137_26_1
279bafc0-ef12-4c2c-b5ad-5a3e47b06194.jpg,333_0_28_16_1;897_0_94_29_1;1029_10_40_44_1;76_90_65_56_1;0_233_34_107_1;17_67_82_38_1;1023_8_45_22_1;532_114_451_383_1
9b3df370-4d7e-40f8-a037-08cc41863afa.jpg,426_0_70_58_1;83_2_98_67_1;591_80_109_100_1;372_202_165_193_1;181_17_92_63_1
d190fd98-4a53-44e4-a72e-c7b6d955eedd.jpg,573_0_169_57_1;789_2_156_73_1;181_275_191_178_1;1016_1_53_18_1;1034_28_35_40_0
41b2e69d-f2d4-4af8-be31-8005503a073f.jpg,736_0_60_30_1;622_0_133_56_1;885_0_123_14_1;0_49_119_82_1;722_256_194_174_1
0f968ea5-a88e-4aa9-8fc0-9a0069faa76f.jpg,550_0_62_27_1;93_13_95_68_1;395_45_91_81.011364_1;546_39_84_81_1;0_116_161_122_1;542_158_130_130.01136399999996_1;301_220_175_177_1
1f16a0e7-e48b-4199-be75-e5e668ccd453.jpg,95_2_70_38_1;214_0_55_21_1;462_0_58_34_1;741_11_100_57.011364_1;534_61_84_74_1;256_128_116_94_1;689_130_123_91.01136400000001_1;99_286_192_157_1;468_259_170_176_1;90_0_20_16_1;180_0_33_6_1
013b1300-e1bc-4d5a-b0ca-73f65958c246.jpg,171_4_48_41_1;549_14_88_37_1;588_29_118_44_1;191_49_71_61_1;26_67_122_87_1;144_98_130_81_1;0_149_50_119_1;278_258_140_146_1;0_1_58_48_1;222_5_62_63_1;276_0_26_31_1;391_0_96_84_1;968_172_100_84_1;597_0_88_19_1;525_0_23_13_1;540_2_46_21_1;439_29_314_457_1
97628d77-8a8c-4706-9bac-c5f82cadec01.jpg,286_0_57_36_1;353_8_70_57_1;243_39_87_76_1;638_50_111_76_1;341_96_118_93_1;152_149_140_123_1;383_168_143_155_1;27_429_232_69.01136400000001_1;760_0_98_19_1;795_35_78_72.011364_1;195_1_46_44_0;465_1_24_26_0
1768f160-a96e-42ab-b2d6-64c9b451bfe5.jpg,680_1_92_64_1;578_23_82_65_1;752_58_110_85_1;252_81_134_90_1;595_70_104_118_1;241_247_166_157_1;857_226_182_152_1;550_263_168_161.01136399999996_1
97bc0f55-bf9a-4192-b487-d8f98a00a940.jpg,589_229_156_150_1;294_273_184_152.01136399999996_1
282bb2e4-b292-4593-8a48-a322fb4e84cc.jpg,267_0_77_46_1;450_0_67_58_1;569_0_91_84_1;266_79_109_100_1;591_67_174_107_1;90_211_217_174_1;545_1_38_40_1
49139f33-dd20-41b9-84b9-2743845d78e8.jpg,412_0_56_30_1;0_0_77_64_1;96_15_92_73_1;980_31_87_59_1;587_69_86_77_1;913_122_156_80_1;987_152_82_105_1;152_185_157_141.01136399999996_1;618_213_138_131.01136399999996_1;404_251_136_159.01136399999996_1;2_374_231_126_1;246_69_72_80_0
877240d1-80a4-4425-bcf0-24e428ef300a.jpg,725_0_99_41_1;494_30_130_103_1;184_62_125_103_1;127_196_203_225_1;433_242_171_178_1;0_6_45_48_1
98b9e7d2-7045-4aa2-b00d-8ce8c9fde5b4.jpg,772_0_170_56_1;0_50_102_121_1;0_123_55_123_1;898_36_171_179_1;561_134_203_214_1
1f3e4901-4ff0-4351-8720-01f04cc5aec1.jpg,20_42_123_77_1;462_185_137_130_1;683_245_173_156_1;649_0_129_15_1
a6340b76-2010-4c90-9596-0906f07429ff.jpg,901_232_166.01136399999996_133_1;685_253_156_152_1;374_93_73_76_1;654_28_48_40_1
0a030356-df1f-416f-b4c9-e3e5ddb2ac9b.jpg,769_0_180_58_1;143_199_235_186_1
4ec99d1f-30a5-4295-bfaf-f209419d8487.jpg,373_43_90_81_1;590_35_99_71.011364_1;154_77_120_104.01136400000001_1;495_156_122_113_1;334_0_105_43_1;723_0_105_12_1;817_16_107_87_1;826_0_22_15_1
58327689-c422-4bf8-b50b-e38fc73e003c.jpg,254_1_61_29_1;1001_0_68_38_1;923_100_88_78_1;1043_150_26_153_1;544_61_257_349_1;0_0_46_15_1;0_7_63_43_1;857_0_58.01136399999996_22_1;908_0_66_22_1;971_0_28_22_1;620_3_28_46_0;1_66_21_62_0;1025_137_44_69_0;992_67_54_65_0;822_10_48_43_0;852_19_56_38_0;118_1_18_33_0
f0f8adda-9024-442b-aaee-100fbd5992da.jpg,51_0_120_70_1;198_57_121_99.01136400000001_1;507_71_133_107.01136400000001_1;387_153_142_136.01136399999996_1;601_204_158_153.01136399999996_1;681_1_60_17_0
eea4092f-2c5f-42b9-ae7a-075149bd664f.jpg,589_57_67_72_1;483_117_84_89_1;653_124_122_155_1;413_195_137_212_1;205_126_192_164.01136399999996_1;683_334_197_166_1;100_4_131_83_1;307_0_46_20_1;509_32_57_50_1
